ffkjGdj_gbfcfxoinmoAlp51ka7nAxie,1478004936,1478005694,104.1228,30.71106,104.18364,30.69343
dfjnChjabb6_owwcmpgHof53kh6cCmhb,1478003896,1478005484,104.06576,30.6686,104.062,30.72307
bfnlAfr31e5.hqznejrDgl4e9a6qwyeg,1478002733,1478003369,104.07531,30.6527,104.0721,30.67516
dfjnChjabb6_owwcmpgHof53kh6cCmhb,1478003896,1478005484,104.06576,30.6686,104.062,30.72307
pcchNgr09idbdrriffqIhrafa57mpxcj,1477930817,1477931531,104.05162,30.702192,104.1038,30.6707
hipmBri5bd77lDpblhmMjc086i3kzxbi,1477932275,1477933084,104.105971,30.680153,104.10664,30.62903
ajptGff2bl90dvzncmlFml5aeb6pqqpf,1478007167,1478007791,104.10908,30.67494,104.06906,30.65742
cfhmDnp77gh3fwydgiiJiq_2ff3rztbg,1478008111,1478008922,104.072235,30.660316,104.0604,30.63196
knhkyjp_3fe1gxxmglpBmo8b7f0dvxmn,1477962788,1477964345,104.145271,30.594456,104.07476,30.65967
khpsGog278g6oDykbdrDmi_8ii-duBff,1477965098,1477966668,104.0811,30.660271,104.1438,30.73727
fipnEjf15j32itnmdknIqoa3efactwil,1478003292,1478004047,104.05278,30.6183,104.06083,30.65547
fnkiEnl85igbhxnbfgqAhpb8e7cjrsap,1477994650,1477995994,104.152508,30.63032,104.12397,30.67801
dfklFei_9b8-nvymddrNoib1ha5krnjg,1477998799,1478000209,104.117813,30.67872,104.05743,30.65943
klieEjja8677jxBeligCmra2h69dwzdl,1477999953,1478000859,104.06547,30.66882,104.03366,30.64994
mnflHcqa7bf1kyvodbeEnlb8decnuyai,1477968966,1477970576,104.098252,30.667559,104.04069,30.65141
khpsGog278g6oDykbdrDmi_8ii-duBff,1477965098,1477966668,104.0811,30.660271,104.1438,30.73727
dcliMkl.fk65lypbnhfAhea4hf6gytkq,1477966985,1477970386,104.14573,30.73213,104.04999,30.64545
mnflHcqa7bf1kyvodbeEnlb8decnuyai,1477968966,1477970576,104.098252,30.667559,104.04069,30.65141
ilegIod8f6e5ixxpncpNki4af89rqodi,1477965388,1477966551,104.04532,30.72471,103.971137,30.758578
knjrzdm4e7aadCxebheCpn1eh55cAnjq,1478012997,1478013365,104.03275,30.67157,104.04785,30.67548
efojHlc1blc2fvAjcnqIjo5gj88kosgg,1478005185,1478007860,104.06849,30.71881,103.92629,30.5763
efojHlc1blc2fvAjcnqIjo5gj88kosgg,1478005185,1478007860,104.06849,30.71881,103.92629,30.5763
klkkEfe98da-gutkdksEfpa2d3brtrfj,1477983504,1477984515,104.116798,30.624241,104.08277,30.68669
ihkhyec25f4bqpBlpqiCel74k3.qyufi,1477984668,1477985803,104.08491,30.69419,104.0822,30.65292
kopsCcj98ba0lrzcnkmKhl54eb2qzycl,1477986337,1477987365,104.07858,30.65811,104.10596,30.70632
kpljBqi72e4ajwzehkhBnc5dk39cxrdk,1477958472,1477960014,104.02475,30.64783,104.06728,30.67135
aofoAnl16a85iqxnjbfyfo07fh9nzqil,1477960202,1477961794,104.0659,30.67039,103.99725,30.64421
hplrzrgb88g9qutgcmpGgi-afg6crqjc,1477974677,1477976555,104.05759,30.61362,104.07997,30.65822
kopsCcj98ba0lrzcnkmKhl54eb2qzycl,1477986337,1477987365,104.07858,30.65811,104.10596,30.70632
acesFmg3e8daryAojcsAnc73ee1grsbf,1477987893,1477988697,104.09646,30.70706,104.10293,30.67078
jlnpFne7defblwomekkAnrbb968mxmlm,1477989381,1477990545,104.103539,30.669025,104.07087,30.60978
gofeLnd1afe7mpvfpeiydob9eb3lquch,1477964826,1477966009,103.989746,30.647995,104.05725,30.65713
agiiJhl.gie6putlootBqq12i6cjxymi,1477966361,1477966849,104.05697,30.66214,104.07183,30.6536
aqqtLcd_a6iboznaejiMii_6dd6kDqdn,1477967253,1477967585,104.069698,30.652411,104.08037,30.65462
gighAlq01j8bgxvdkmeBjn_2ih1dBAmc,1477968185,1477970023,104.089401,30.65723,104.10436,30.59494
kjojMeh.2i9.mzoimhoKfq-6i5aizqjn,1477981768,1477983279,104.07406,30.65446,104.12405,30.63086
hplrzrgb88g9qutgcmpGgi-afg6crqjc,1477974677,1477976555,104.05759,30.61362,104.07997,30.65822
miokBoo2dd8ajAmgfilApc8ai5cnzycd,1477976736,1477977289,104.0738,30.65967,104.10631,30.65612
bnkhGhea47a7qqsjibrNhh_efaafAwfg,1477977568,1477978349,104.11026,30.66151,104.16376,30.6272
pjhoBkh81d84ituknjnBik1gj77oAmmi,1477954274,1477955343,104.09734,30.7104,104.14162,30.62869
idioHrm_9f7-drvocfhHnc@dfb5cDwah,1477952268,1477952728,104.05608,30.68714,104.073162,30.685454
gbblNrc48jf1nsuejkpHfc4gh4.nqqnf,1477953209,1477954069,104.06812,30.67264,104.09687,30.71036
pjhoBkh81d84ituknjnBik1gj77oAmmi,1477954274,1477955343,104.09734,30.7104,104.14162,30.62869
jhmqFkm22lh0fuumkqhAic31h61grxoo,1477930072,1477930672,104.0977,30.66571,104.06025,30.68357
fhonyon7fk92dsocjmeLnr6ce36ctpeo,1477931007,1477932403,104.055977,30.686028,104.09807,30.62038
likqGne82842pBzadmnNqd5fed9oxBhi,1477964711,1477966187,104.02465,30.64782,104.0524,30.66718
likqGne82842pBzadmnNqd5fed9oxBhi,1477964711,1477966187,104.02465,30.64782,104.0524,30.66718
cnbnLolbfd50nprbcjsNdd36ld-nwxjc,1477967700,1477968556,104.05314,30.67253,104.07052,30.6517
deosHpj3f771gyAipbqAkh_6c4cgqpoi,1477969159,1477970523,104.061867,30.654425,104.08575,30.58653
gfekAgc@296-hozhlcfFcn.6dg5qsqab,1477975698,1477979858,104.05225,30.68988,104.05593,30.51702
ddifCci_d68acxxhiqfBlq7ai62jtAcg,1477994718,1477995443,104.08833,30.66407,104.10187,30.6628
nlmlIpf_5c57pwsaiiiLpo_9eh9gyAml,1477995675,1477996407,104.101249,30.66014,104.12473,30.65245
adkkBgd01dcaczxpcqkBnl_9a64cynkq,1477996702,1477997201,104.123722,30.657145,104.10267,30.6665
klgtAnhbfd7bkryfmmqNnm757e0eCvbb,1477990332,1477994225,104.04604,30.52533,104.10301,30.66243
gfekAgc@296-hozhlcfFcn.6dg5qsqab,1477975698,1477979858,104.05225,30.68988,104.05593,30.51702
iklryim61ge1eCuclpkGjo_ef97psvgm,1478000995,1478002342,104.0948,30.61042,104.09348,30.67005
kgcjHep6d8g_lvnibfqEkm.5d59pDpef,1477998154,1477999414,104.104337,30.65921,104.13543,30.59898
npdkMfp8gbd4gozobqqDne8gla0fsubi,1477936159,1477937188,104.140434,30.636974,104.11298,30.73828
npdkMfp8gbd4gozobqqDne8gla0fsubi,1477936159,1477937188,104.140434,30.636974,104.11298,30.73828
dibpCir5gf7afCqedqeCqf.dj9anpqmb,1477938504,1477939014,104.07325,30.694,104.071739,30.71677
imotBij.f983jpsnjkkzfk@bh7.nwupq,1477939893,1477940804,104.072617,30.684643,104.04149,30.63714
ojfoGjr8bl5bgwpahklIiq56f99eCrme,1477957500,1477958238,104.110947,30.683544,104.07638,30.67235
ceogHcf74e60oCsdgjsGci9ajhbctueg,1477999910,1478000952,104.01973,30.64785,104.09467,30.6777
mjkiKij.8i89rrrpknlAri58e86lsnop,1477958881,1477959443,104.088418,30.689098,104.07364,30.68813
mgotKgj@49b0kpBafmsJgj3ce89hCpbq,1477959771,1477960462,104.07557,30.68812,104.07299,30.66026
hlhgJej-6ebbgzofqnrGcfbg8icpwBcd,1477961441,1477962438,104.09073,30.66779,104.06085,30.68908
hlhgJej-6ebbgzofqnrGcfbg8icpwBcd,1477961441,1477962438,104.09073,30.66779,104.06085,30.68908
inmfEjf4593bkCqjhqhIoe_d847rsAkd,1477962893,1477964205,104.0621,30.68771,104.07299,30.65833
ifhfEcj76li3muAnmdjEkp.5hcbmxneh,1477965239,1477967438,104.086014,30.660564,103.958611,30.578908
aeikJff8a8b3pAvcbdeHee48af8hoolk,1477990822,1477992649,104.082626,30.681131,104.04893,30.61774
hibeFgm15i69dprfgpiBhf.9he9jrzhq,1477963133,1477963920,104.08073,30.66249,104.09391,30.67815
fodlDoo0e9h6ryukkjrDii3a799mowmo,1477964546,1477965595,104.09685,30.67927,104.02525,30.69623
npdsBem4dae2itxoeopLlc9d84bpyvik,1477951703,1477952344,104.0621,30.70273,104.07745,30.68813
